"timestamp","total_lots","lot_type","lots_available","carpark_number","update_datetime"
"","64","C","30","YHS","2023-10-01T10:41:12"
"","55","Y","43","",""
"","50","H","0","",""
"","1399","C","919","JM5","2023-10-01T10:50:12"
"","702","C","480","JM6","2020-11-10T08:26:24"
"","478","C","364","JM8","2019-11-07T00:45:46"
"","345","C","230","JM9","2023-10-01T10:50:10"
"","223","C","104","TJ27","2023-10-01T10:50:11"
"","306","C","297","TJ29","2023-10-01T10:50:00"
"","745","C","424","TJ30","2023-10-01T10:50:26"
"","543","C","251","TJ32","2023-10-01T10:50:26"
"","441","C","203","TJ33","2023-10-01T10:51:10"
"","305","C","181","TJ36","2023-10-01T10:51:10"
"","296","C","154","TP4A","2020-03-31T20:07:31"
"","208","C","104","CV1","2023-10-01T10:50:12"
"","86","C","32","CV3","2023-10-01T10:49:59"
"","453","C","263","PM32","2023-10-01T10:47:30"
"","448","C","218","PM33","2023-10-01T10:47:31"
"","441","C","236","PM34","2023-10-01T10:47:31"
"","1178","C","490","Y19","2023-10-01T10:49:52"
"","247","C","59","Y18","2023-10-01T10:49:56"
"","304","C","179","Y26","2023-10-01T10:49:39"
"","8","C","5","S28L","2023-10-01T10:48:12"
"","31","C","0","CV2","2023-10-01T10:47:40"
"","24","C","7","S30L","2023-10-01T10:47:43"
"","10","H","0","",""
"","10","Y","0","",""
"","426","C","312","SK30","2023-10-01T10:47:43"
"","100","H","0","",""
"","90","Y","71","",""
"","618","C","448","SK31","2023-10-01T10:47:35"
"","100","H","0","",""
"","129","Y","96","",""
"","656","C","490","SK38","2023-10-01T10:47:43"
"","100","H","0","",""
"","61","Y","49","",""
"","17","C","0","SK59","2023-10-01T10:47:43"
"","10","H","0","",""
"","2","Y","0","",""
"","490","C","324","W79","2023-10-01T10:49:23"
"","322","C","227","W80","2023-10-01T10:49:23"
"","401","C","269","W87","2023-10-01T10:49:29"
"","443","C","320","W88","2023-10-01T10:49:29"
"","389","C","250","W92","2023-10-01T10:49:24"
"","520","C","349","SK94","2023-10-01T10:47:37"
"","100","H","0","",""
"","104","Y","74","",""
"","41","C","2","SD4","2023-10-01T10:50:35"
"","173","C","102","PM12","2023-10-01T10:49:35"
"","400","C","121","MP3M","2023-10-01T10:44:02"
"","136","Y","84","",""
"","10","H","0","",""
"","302","C","301","MP4M","2020-02-01T08:35:13"
"","248","C","124","PM38","2023-10-01T10:49:16"
"","18","C","0","EPL","2023-10-01T10:50:24"
"","160","C","33","B86","2023-10-01T10:50:20"
"","616","C","278","MP2M","2023-10-01T10:46:06"
"","50","H","0","",""
"","154","Y","114","",""
"","400","C","302","W799","2023-10-01T10:49:34"
"","263","C","175","BE25","2023-10-01T10:49:45"
"","269","C","63","BE33","2023-10-01T08:30:07"
"","178","C","25","L1","2023-10-01T10:51:10"
"","486","C","293","SE15","2023-10-01T10:50:42"
"","436","C","97","SE17","2023-10-01T10:50:28"
"","279","C","103","SE18","2023-10-01T10:50:34"
"","558","C","264","SE19","2023-10-01T10:50:32"
"","239","C","63","SE25","2023-10-01T10:50:56"
"","214","C","100","SE26","2023-10-01T10:50:57"
"","380","C","112","SE27","2023-10-01T10:51:02"
"","186","C","116","SE28","2023-10-01T10:50:57"
"","333","C","151","SE29","2023-10-01T10:51:11"
"","173","C","139","SH2","2023-10-01T10:51:23"
"","323","C","122","W43","2023-10-01T10:48:46"
"","149","C","59","HG5","2023-10-01T10:50:35"
"","407","C","240","W46","2023-10-01T10:48:17"
"","21","C","16","TP68","2023-10-01T10:49:38"
"","1095","C","244","DUXM","2023-10-01T10:44:01"
"","213","Y","61","",""
"","50","H","50","",""
"","296","C","158","TP49","2020-03-31T20:09:02"
"","296","C","159","TP50","2020-03-31T20:16:03"
"","337","C","168","SI1","2023-10-01T10:48:32"
"","208","C","100","SI11","2023-10-01T10:51:09"
"","168","C","114","SI12","2023-10-01T10:51:09"
"","317","C","247","SIM1","2023-10-01T10:48:55"
"","314","C","228","SIM2","2023-10-01T10:48:51"
"","236","C","174","SIM3","2023-10-01T10:51:10"
"","284","C","137","T34","2023-10-01T10:51:03"
"","630","C","301","T35","2023-10-01T10:50:25"
"","301","C","137","T4","2023-10-01T10:48:34"
"","231","C","110","T75","2023-10-01T10:51:03"
"","348","C","193","T80","2023-10-01T10:51:11"
"","446","C","261","TM11","2023-10-01T10:48:02"
"","350","C","198","TM12","2023-10-01T10:48:28"
"","209","C","137","TM13","2023-10-01T10:46:22"
"","365","C","195","TM14","2023-10-01T10:48:59"
"","448","C","223","TM17","2023-10-01T10:48:58"
"","312","C","158","TM18","2023-10-01T10:48:58"
"","338","C","186","TM21","2023-10-01T10:51:05"
"","345","C","203","TM22","2023-10-01T10:50:19"
"","289","C","126","TM28","2023-10-01T10:48:22"
"","267","C","137","TM29","2023-10-01T10:48:22"
"","428","C","270","TM3","2023-10-01T10:50:21"
"","408","C","205","TM30","2023-10-01T10:50:19"
"","826","C","404","TM31","2023-10-01T10:48:55"
"","460","C","283","TM32","2020-11-02T07:50:53"
"","1218","C","622","TM4","2023-10-01T10:48:58"
"","197","C","74","TM49","2021-06-14T07:56:38"
"","501","C","245","TM5","2021-06-14T07:56:38"
"","445","C","308","PL23","2023-10-01T10:51:08"
"","407","C","244","PL27","2023-10-01T10:51:08"
"","80","C","46","PL34","2023-10-01T10:50:59"
"","10","C","10","PL35","2023-10-01T10:50:59"
"","234","C","118","PL37","2023-10-01T10:50:59"
"","277","C","158","P34L","2023-10-01T10:50:59"
"","20","C","18","P35L","2023-10-01T10:50:59"
"","647","C","419","SI2","2023-10-01T10:49:56"
"","461","C","251","SI4","2023-10-01T10:49:44"
"","645","C","257","T32","2023-10-01T10:51:00"
"","342","C","184","B28","2023-10-01T10:53:01"
"","235","C","155","SIM5","2023-10-01T10:50:12"
"","776","C","579","TWM1","2023-10-01T10:50:49"
"","149","C","0","A52","2023-10-01T10:50:38"
"","757","C","449","A53","2023-10-01T10:50:35"
"","767","C","0","A54","2022-10-13T14:03:13"
"","282","C","106","AM51","2023-10-01T10:50:35"
"","234","C","168","B47","2023-10-01T10:50:23"
"","210","C","84","B48","2023-10-01T10:50:23"
"","702","C","285","J21","2023-10-01T10:50:36"
"","28","C","0","SM9","2023-10-01T10:50:26"
"","113","Y","97","SK41","2023-10-01T10:44:27"
"","392","C","271","",""
"","10","H","0","",""
"","229","C","108","HG2","2023-10-01T10:50:36"
"","323","C","200","HG2B","2023-10-01T10:50:05"
"","407","C","195","HG4","2023-10-01T10:50:42"
"","200","C","0","GSM","2023-10-01T10:50:35"
"","200","C","2","KEM1","2023-10-01T10:50:40"
"","127","C","70","BR8","2023-10-01T10:50:55"
"","131","C","9","BR6","2023-10-01T10:50:43"
"","59","C","0","BR10","2023-10-01T10:50:43"
"","22","C","0","GSML","2023-10-01T10:50:36"
"","450","C","262","CK53","2023-10-01T10:50:31"
"","1052","C","877","HG73","2023-10-01T10:50:15"
"","709","C","536","W106","2023-10-01T10:49:15"
"","696","C","515","W104","2023-10-01T10:49:18"
"","126","C","42","W105","2023-10-01T10:49:18"
"","395","C","278","CK10","2023-10-01T10:50:09"
"","45","C","0","CK9","2023-10-01T10:49:55"
"","809","C","444","EC2","2023-10-01T10:50:29"
"","44","C","0","EC3","2023-10-01T10:50:42"
"","119","C","7","EC4","2023-10-01T10:50:42"
"","407","C","264","ECM","2023-10-01T10:50:30"
"","125","C","63","M33","2023-10-01T10:50:45"
"","458","C","303","CK59","2023-10-01T10:50:48"
"","273","C","164","CKM9","2023-10-01T10:50:44"
"","383","C","235","W782","2023-10-01T10:50:10"
"","668","C","655","SK5","2023-10-01T10:47:39"
"","132","Y","130","",""
"","50","H","50","",""
"","615","C","428","PL18","2023-10-01T10:50:46"
"","615","C","429","PL21","2023-10-01T10:50:46"
"","417","C","216","PL43","2023-10-01T10:50:40"
"","669","C","297","PL59","2023-10-01T10:50:12"
"","587","C","335","PL52","2023-10-01T10:50:27"
"","466","C","238","PL65","2023-10-01T10:50:29"
"","459","C","208","W12M","2023-10-01T10:49:22"
"","447","C","322","W93","2023-10-01T10:49:47"
"","449","C","260","PM26","2023-10-01T10:49:35"
"","63","C","0","BJ14","2023-10-01T10:50:53"
"","37","C","0","BJ15","2023-10-01T10:50:47"
"","311","C","144","BJ16","2023-10-01T10:50:39"
"","16","C","4","BJ23","2023-10-01T10:50:39"
"","497","C","233","BJ44","2023-10-01T10:50:49"
"","60","C","44","BJMP","2023-10-01T10:50:37"
"","146","C","12","SG4","2023-10-01T10:50:54"
"","619","C","287","Y12","2023-10-01T10:49:26"
"","127","C","32","EC7","2023-10-01T10:50:32"
"","242","C","125","Y62M","2023-10-01T10:48:08"
"","34","C","11","Q68","2023-10-01T10:46:40"
"","21","Y","20","",""
"","100","H","0","",""
"","103","C","32","Q65","2023-10-01T10:46:40"
"","49","Y","34","",""
"","100","H","0","",""
"","401","C","294","SK89","2023-10-01T10:47:39"
"","112","Y","97","",""
"","50","H","50","",""
"","196","C","118","AR1M","2023-10-01T10:50:29"
"","473","C","168","A35","2023-10-01T10:50:38"
"","394","C","204","A45","2023-10-01T10:50:36"
"","58","C","17","A48","2023-10-01T10:50:26"
"","125","C","40","A64","2023-10-01T10:50:39"
"","100","C","29","TB19","2023-10-01T10:50:38"
"","230","C","95","Y5","2023-10-01T10:48:26"
"","607","C","357","Q77M","2023-10-01T10:50:38"
"","31","C","0","Q80","2023-10-01T10:50:49"
"","148","C","9","Q85","2023-10-01T10:50:49"
"","341","C","152","W570","2023-10-01T10:49:08"
"","366","C","103","TB17","2023-10-01T10:50:54"
"","423","C","287","TBM5","2023-10-01T10:50:54"
"","400","C","322","TBM6","2023-10-01T10:50:54"
"","529","C","403","TBM7","2023-10-01T10:50:54"
"","380","C","278","PM23","2023-10-01T10:49:23"
"","365","C","179","PR13","2023-10-01T10:49:23"
"","573","C","285","SK95","2023-10-01T10:45:48"
"","118","Y","76","",""
"","100","H","0","",""
"","508","C","350","SK90","2023-10-01T10:47:40"
"","111","Y","0","",""
"","50","H","50","",""
"","163","C","110","EC8","2023-10-01T10:50:34"
"","366","C","111","Y6","2023-10-01T10:49:47"
"","41","C","13","Y58","2023-10-01T10:49:47"
"","124","C","79","A87","2023-10-01T10:50:26"
"","308","C","164","A41","2023-10-01T10:50:38"
"","146","C","73","A42","2023-10-01T10:50:26"
"","568","C","309","HG19","2023-10-01T10:50:38"
"","590","C","308","HG20","2023-10-01T10:50:39"
"","282","C","10","HG23","2023-10-01T10:50:39"
"","450","C","276","W82","2023-10-01T10:49:29"
"","464","C","325","W95","2023-10-01T10:49:29"
"","388","C","247","SB33","2023-10-01T10:48:38"
"","478","C","236","Y41","2023-10-01T10:49:42"
"","344","C","253","Y41M","2023-10-01T10:49:42"
"","318","C","131","J6","2023-10-01T10:50:38"
"","930","C","380","J7","2023-10-01T10:50:38"
"","515","C","382","W85","2023-10-01T10:49:14"
"","351","C","237","SK85","2023-10-01T10:47:44"
"","91","Y","74","",""
"","100","H","0","",""
"","266","C","140","SI10","2023-10-01T10:50:12"
"","39","C","14","SI6","2023-10-01T10:50:52"
"","359","C","211","SI7","2023-10-01T10:50:52"
"","115","C","79","SI8","2023-10-01T10:50:52"
"","179","C","57","SI9","2023-10-01T10:50:41"
"","380","C","207","T20","2023-10-01T10:50:50"
"","223","C","52","T30","2023-10-01T10:50:45"
"","205","C","76","T31","2023-10-01T10:50:45"
"","456","C","229","T79","2023-10-01T10:51:09"
"","685","C","345","T81","2023-10-01T10:50:49"
"","299","C","180","TM15","2023-10-01T10:50:57"
"","284","C","157","TM16","2023-10-01T10:51:10"
"","216","C","161","TM44","2023-10-01T10:50:49"
"","26","C","23","Q17","2023-10-01T10:44:41"
"","18","Y","0","",""
"","100","H","0","",""
"","237","C","53","Q96","2023-10-01T10:44:42"
"","53","Y","26","",""
"","100","H","0","",""
"","316","C","185","HG74","2023-10-01T10:50:34"
"","26","C","1","B41","2023-10-01T10:50:25"
"","217","C","111","B43","2023-10-01T10:51:03"
"","70","C","65","B46","2023-10-01T10:50:41"
"","183","C","70","B49","2023-10-01T10:51:03"
"","412","C","224","B72","2023-10-01T10:50:52"
"","50","C","34","B73","2023-10-01T10:50:18"
"","365","C","218","B74","2023-10-01T10:50:18"
"","21","C","15","B7B","2023-10-01T10:50:51"
"","212","C","121","B83","2023-10-01T10:50:53"
"","559","C","390","B85","2023-10-01T10:50:39"
"","438","C","291","B94","2023-10-01T10:51:03"
"","186","C","82","B94A","2023-10-01T10:51:03"
"","508","C","332","B99M","2023-10-01T10:50:53"
"","87","C","87","CC1","2017-06-01T14:27:28"
"","228","C","152","CC10","2023-10-01T10:51:02"
"","417","C","229","CC11","2023-10-01T10:51:10"
"","387","C","165","CC4","2023-10-01T10:50:19"
"","147","C","30","CC8","2023-10-01T10:50:54"
"","117","C","15","CC9","2023-10-01T10:51:02"
"","560","C","352","PL10","2023-10-01T10:50:59"
"","548","C","343","PL11","2023-10-01T10:50:59"
"","363","C","254","PL28","2023-10-01T10:50:22"
"","321","C","58","BR4","2023-10-01T10:50:43"
"","509","C","286","Q75M","2023-10-01T10:50:37"
"","36","C","16","C18A","2023-10-01T10:50:29"
"","280","C","81","C16","2023-10-01T10:50:29"
"","124","C","54","C18","2023-10-01T10:50:29"
"","696","C","300","AR2M","2023-10-01T10:50:38"
"","295","C","167","AR7M","2023-10-01T10:50:31"
"","300","C","137","W68","2023-10-01T10:49:40"
"","20","C","0","BL15","2023-10-01T10:50:36"
"","10","C","5","Q16","2023-10-01T10:44:35"
"","18","Y","7","",""
"","100","H","0","",""
"","293","C","155","T26","2023-10-01T10:50:36"
"","136","C","66","T27","2023-10-01T10:50:44"
"","228","C","126","T28","2023-10-01T10:50:13"
"","256","C","111","T29","2023-10-01T10:50:19"
"","50","C","0","TM8","2023-10-01T10:50:52"
"","214","C","0","PL47","2023-10-01T10:51:11"
"","214","C","64","PL49","2023-10-01T10:51:11"
"","138","C","57","J19","2023-10-01T10:50:28"
"","34","C","0","J24","2023-10-01T10:50:39"
"","30","C","0","J25","2023-10-01T10:50:38"
"","31","C","0","J26","2023-10-01T10:50:25"
"","254","C","94","J64","2023-10-01T10:50:25"
"","860","C","460","B19","2023-10-01T10:50:50"
"","1080","C","379","B44","2023-10-01T10:50:44"
"","693","C","453","SK27","2023-10-01T10:47:36"
"","170","Y","142","",""
"","100","H","0","",""
"","143","C","59","TE13","2023-10-01T10:50:53"
"","385","C","276","SK96","2023-10-01T10:47:37"
"","50","Y","32","",""
"","100","H","0","",""
"","4","C","0","AR2L","2023-10-01T10:50:38"
"","62","C","26","A10","2023-10-01T10:50:38"
"","52","C","5","A8","2023-10-01T10:50:38"
"","359","C","238","B95","2023-10-01T10:50:40"
"","242","C","147","B96","2023-10-01T10:50:40"
"","277","C","124","AV1","2023-10-01T10:50:44"
"","102","C","45","H4","2023-10-01T10:50:43"
"","229","C","49","H17","2023-10-01T10:50:43"
"","336","C","95","H18","2023-10-01T10:50:44"
"","173","C","57","Y16","2023-10-01T10:48:45"
"","674","C","419","S102","2023-10-01T10:47:35"
"","118","Y","64","",""
"","100","H","0","",""
"","5","C","0","BKE1","2023-10-01T10:50:49"
"","38","C","0","BKE9","2023-10-01T10:50:49"
"","459","C","179","Y17","2023-10-01T10:49:58"
"","534","C","311","JM16","2023-10-01T10:50:46"
"","954","C","721","JM17","2023-10-01T10:50:46"
"","564","C","426","SK67","2023-10-01T10:47:44"
"","142","Y","117","",""
"","100","H","0","",""
"","382","C","146","PL36","2023-10-01T10:50:51"
"","565","C","453","SK65","2023-10-01T10:43:53"
"","81","Y","74","",""
"","100","H","0","",""
"","391","C","306","SK64","2023-10-01T10:43:53"
"","57","Y","50","",""
"","100","H","0","",""
"","124","C","0","CR1","2023-10-01T10:50:58"
"","193","C","88","BBB","2023-10-01T10:50:28"
"","622","C","494","BM31","2023-10-01T10:50:22"
"","260","C","96","CSM","2023-10-01T10:50:42"
"","264","C","141","FRM","2023-10-01T10:50:17"
"","64","C","0","GE1B","2023-10-01T10:50:31"
"","128","C","0","GE1C","2023-10-01T10:50:38"
"","231","C","52","GEM","2023-10-01T10:50:38"
"","123","C","0","HG15","2023-10-01T10:50:26"
"","73","C","0","HG16","2023-10-01T10:50:26"
"","256","C","97","HG37","2023-10-01T10:50:09"
"","1076","C","511","HG38","2023-10-01T10:50:10"
"","458","C","172","HG45","2023-07-05T09:43:15"
"","242","C","65","HG46","2023-10-01T10:49:54"
"","699","C","458","HG88","2023-10-01T10:49:54"
"","247","C","0","HG9","2023-10-01T10:49:58"
"","147","C","0","HG9T","2023-10-01T10:49:48"
"","372","C","0","JCM","2023-10-01T10:50:35"
"","2","C","0","JCML","2023-10-01T10:50:35"
"","96","C","2","K10","2023-10-01T10:50:38"
"","396","C","85","KAM","2023-10-01T10:50:28"
"","5","C","1","KAML","2023-10-01T10:50:28"
"","424","C","251","KM1","2023-10-01T10:50:54"
"","60","C","0","MP14","2023-10-01T10:50:10"
"","23","C","0","MP15","2023-10-01T10:50:11"
"","22","C","0","MP16","2023-10-01T10:50:11"
"","511","C","236","MP19","2023-10-01T10:50:11"
"","368","C","186","PR3","2023-08-21T10:20:51"
"","337","C","57","PR6","2023-10-01T10:49:56"
"","576","C","340","PRM","2023-10-01T10:50:42"
"","590","C","343","SIM4","2023-10-01T10:49:58"
"","8","C","0","T55","2023-10-01T10:49:15"
"","425","C","290","TAM1","2023-10-01T10:49:57"
"","858","C","323","KE1","2023-09-04T10:42:35"
"","265","C","36","EI3","2023-10-01T10:50:32"
"","78","C","20","HR1","2023-10-01T10:50:37"
"","167","C","52","HR2","2023-10-01T10:50:37"
"","207","C","0","HR3","2023-10-01T10:50:37"
"","69","C","0","HR4","2023-10-01T10:50:37"
"","91","C","14","HR5","2023-10-01T10:50:30"
"","150","C","0","B24","2023-10-01T10:50:30"
"","130","C","28","B25","2023-10-01T10:50:46"
"","370","C","218","B69","2023-10-01T10:50:46"
"","24","C","0","T77","2023-10-01T10:50:59"
"","533","C","290","TAM2","2023-10-01T10:50:59"
"","264","C","139","BJ25","2023-10-01T10:50:36"
"","192","C","66","BJ26","2023-10-01T10:50:45"
"","68","C","16","BJ62","2023-10-01T10:50:37"
"","674","C","546","TWM2","2023-10-01T10:50:46"
"","778","C","548","HG87","2023-10-01T10:50:41"
"","784","C","531","HG90","2023-10-01T10:50:26"
"","785","C","502","HG91","2023-10-01T10:50:36"
"","82","C","0","SD11","2023-10-01T10:50:44"
"","469","C","249","BRM","2023-10-01T10:50:22"
"","368","C","248","W94","2023-10-01T10:49:19"
"","459","C","283","JM21","2023-10-01T10:50:55"
"","786","C","631","JM24","2023-10-01T10:50:55"
"","224","C","99","T43","2023-10-01T10:50:38"
"","229","C","64","T44","2023-10-01T10:50:38"
"","339","C","157","T45","2023-10-01T10:50:38"
"","297","C","85","T46","2023-10-01T10:50:38"
"","100","C","72","TM19","2023-10-01T10:51:04"
"","234","C","114","TM20","2023-10-01T10:51:04"
"","50","C","37","BR9","2023-10-01T10:50:35"
"","49","C","2","Q73","2023-10-01T10:44:20"
"","26","Y","20","",""
"","100","H","0","",""
"","30","C","4","Q70","2023-10-01T10:48:20"
"","9","Y","5","",""
"","100","H","0","",""
"","81","C","55","Q67","2023-10-01T10:48:20"
"","40","Y","5","",""
"","100","H","0","",""
"","77","C","4","J66","2023-10-01T10:50:48"
"","156","C","22","J67","2023-10-01T10:50:48"
"","276","C","196","J68M","2023-10-01T10:50:48"
"","111","C","0","PP6","2023-10-01T10:50:31"
"","251","C","121","SIM6","2023-10-01T10:51:07"
"","170","C","77","KJ1","2023-10-01T10:50:32"
"","104","C","66","KJ2","2023-10-01T10:50:29"
"","225","C","101","B26","2023-10-01T10:50:03"
"","268","C","60","B27","2023-10-01T10:50:02"
"","1530","C","1347","GMLM","2018-06-08T15:03:35"
"","65","C","0","GM2","2023-10-01T10:50:28"
"","56","C","0","GM3","2023-10-01T10:50:28"
"","118","C","0","GM5","2023-10-01T10:50:28"
"","146","C","23","GM2A","2023-10-01T10:50:28"
"","232","C","19","GM6B","2023-10-01T10:50:28"
"","467","C","321","KJM2","2023-10-01T10:50:34"
"","587","C","361","HVM","2023-10-01T10:50:37"
"","413","C","124","T1","2023-08-21T10:57:01"
"","277","C","99","T3","2023-08-21T10:53:27"
"","110","C","45","T7","2023-09-20T16:25:21"
"","211","C","134","T8","2023-09-20T16:33:04"
"","334","C","6","KJ3","2023-10-01T10:50:40"
"","265","C","155","KJM1","2023-10-01T10:50:45"
"","182","C","32","KJ4","2023-10-01T10:50:37"
"","444","C","208","CVBK","2023-10-01T10:50:54"
"","278","C","186","BKRM","2023-10-01T10:48:33"
"","952","C","555","U52","2023-10-01T10:49:56"
"","1466","C","930","CK62","2023-10-01T10:50:33"
"","866","C","429","CK63","2022-12-01T16:32:56"
"","455","C","307","CK64","2023-10-01T10:50:41"
"","379","C","226","P8","2023-10-01T10:50:50"
"","382","C","135","P9","2023-10-01T10:50:50"
"","424","C","240","PL53","2023-10-01T10:51:07"
"","186","C","61","RC2","2023-10-01T10:50:39"
"","43","C","7","RC3","2023-10-01T10:50:36"
"","520","C","353","SK66","2023-10-01T10:45:58"
"","100","H","0","",""
"","520","Y","491","",""
"","335","C","175","BRM1","2023-10-01T10:50:55"
"","287","C","80","Y36","2023-10-01T10:49:06"
"","393","C","243","CK11","2023-10-01T10:50:47"
"","345","C","196","CK35","2023-10-01T10:50:31"
"","96","C","35","K19","2023-10-01T10:50:11"
"","663","C","455","SK18","2023-10-01T10:43:54"
"","100","H","0","",""
"","100","Y","0","",""
"","162","C","78","J17","2023-10-01T10:50:25"
"","365","C","172","J20","2023-10-01T10:50:35"
"","89","C","26","HE9","2023-10-01T10:50:34"
"","917","C","675","JM20","2023-10-01T10:51:09"
"","295","C","214","PM24","2023-10-01T10:49:59"
"","84","C","33","PR14","2023-10-01T10:49:59"
"","376","C","254","BRM5","2023-10-01T10:50:44"
"","467","C","256","BRM6","2023-10-01T10:49:09"
"","212","C","94","H6","2023-10-01T10:50:37"
"","896","C","422","P7","2023-10-01T10:50:45"
"","904","C","645","CK58","2023-10-01T10:50:31"
"","303","C","59","W11","2023-10-01T10:49:25"
"","298","C","49","W11M","2023-10-01T10:49:25"
"","352","C","91","BJ13","2023-10-01T10:50:25"
"","134","C","38","C11","2023-10-01T10:50:57"
"","189","C","0","C29","2023-10-01T10:50:47"
"","211","C","103","C30","2023-10-01T10:50:41"
"","145","C","60","C31","2023-10-01T10:50:41"
"","805","C","140","C33","2023-10-01T10:50:30"
"","147","C","46","C34","2023-10-01T10:50:47"
"","647","C","319","C35","2023-10-01T10:50:40"
"","86","C","6","C36","2023-10-01T10:50:30"
"","423","C","0","C37","2023-10-01T10:50:30"
"","265","C","60","C38","2023-10-01T10:50:40"
"","301","C","127","CKM2","2023-10-01T10:50:49"
"","266","C","157","CTM1","2023-10-01T10:50:38"
"","666","C","400","JMB2","2023-10-01T10:50:46"
"","577","C","320","JMB3","2023-10-01T10:50:53"
"","60","C","16","U11","2023-10-01T10:46:55"
"","60","H","0","",""
"","291","C","0","U7","2023-10-01T10:49:58"
"","121","C","25","U8","2023-10-01T10:49:23"
"","179","C","42","A49","2023-10-01T10:50:38"
"","818","C","634","A76","2023-10-01T10:50:37"
"","37","C","21","U50","2023-09-28T17:04:05"
"","22","C","4","T57","2023-10-01T10:50:42"
"","266","C","104","T78","2023-10-01T10:50:57"
"","340","C","205","PM43","2023-10-01T10:49:57"
"","350","C","193","PM44","2023-10-01T10:49:57"
"","275","C","129","T73","2023-10-01T10:50:16"
"","43","C","6","BKE4","2023-10-01T10:50:56"
"","495","C","344","W69","2023-10-01T10:49:55"
"","747","C","471","PL12","2023-10-01T10:50:27"
"","375","C","372","PL13","2016-12-25T12:34:06"
"","646","C","479","SK46","2023-10-01T10:47:41"
"","50","H","50","",""
"","68","Y","43","",""
"","632","C","478","SK47","2023-10-01T10:47:41"
"","50","H","10","",""
"","84","Y","45","",""
"","63","C","11","JSA1","2023-10-01T10:50:54"
"","7","C","2","TJ39","2023-10-01T10:50:51"
"","809","C","787","TM6","2023-10-01T10:50:47"
"","245","C","143","TM7","2023-10-01T10:50:47"
"","4","C","0","AR7L","2023-10-01T10:50:31"
"","1494","C","1150","CK75","2023-10-01T10:50:42"
"","755","C","412","CK76","2023-10-01T10:50:38"
"","298","C","189","W70","2023-10-01T10:49:35"
"","381","C","245","W74","2023-10-01T10:49:35"
"","69","C","1","CK65","2023-10-01T10:46:29"
"","435","C","296","SB1","2023-10-01T10:49:56"
"","518","C","350","SB6","2023-10-01T10:49:56"
"","390","C","123","WGL","2023-10-01T10:50:10"
"","5","C","0","P71L","2023-10-01T10:49:44"
"","307","C","176","TBM","2023-10-01T10:50:29"
"","622","C","419","B81","2023-10-01T10:51:11"
"","757","C","224","B92","2023-10-01T10:51:11"
"","1189","C","616","Y34","2023-10-01T10:49:56"
"","233","C","141","Y34A","2023-10-01T10:49:56"
"","334","C","139","B67","2023-10-01T10:51:05"
"","220","C","122","T74","2023-10-01T10:50:30"
"","287","C","131","TM10","2023-10-01T10:50:24"
"","20","C","2","TM9","2023-10-01T10:50:24"
"","722","C","378","SE12","2023-10-01T10:50:46"
"","620","C","553","CK70","2023-10-01T10:50:37"
"","371","C","207","CK71","2023-10-01T10:50:50"
"","798","C","503","CK77","2023-10-01T10:50:51"
"","1044","C","1032","SK34","2023-10-01T10:45:49"
"","100","H","0","",""
"","113","Y","0","",""
"","496","C","339","SK35","2023-10-01T10:45:49"
"","100","H","0","",""
"","154","Y","0","",""
"","555","C","249","B21","2023-10-01T10:50:28"
"","1158","C","787","W517","2023-10-01T10:49:40"
"","369","C","233","TM33","2023-10-01T10:50:18"
"","435","C","220","TM34","2023-10-01T10:50:18"
"","287","C","129","B89","2023-10-01T10:50:20"
"","25","C","0","Q94","2023-10-01T10:44:34"
"","33","Y","21","",""
"","10","H","0","",""
"","781","C","298","W20","2023-10-01T10:49:41"
"","763","C","397","Y40","2023-10-01T10:49:44"
"","64","C","44","A100","2023-10-01T10:50:28"
"","414","C","113","A73","2023-10-01T10:50:37"
"","185","C","75","A74","2023-10-01T10:50:37"
"","102","C","79","Q66","2023-10-01T10:46:46"
"","36","Y","7","",""
"","102","H","0","",""
"","123","Y","94","SK55","2023-10-01T10:47:43"
"","10","H","0","",""
"","913","C","702","",""
"","632","C","408","TM35","2023-10-01T10:50:45"
"","358","C","196","BL22","2023-10-01T10:50:52"
"","410","C","246","JM32","2023-10-01T10:50:39"
"","609","C","420","PL17","2023-10-01T10:50:42"
"","617","C","399","PL20","2023-10-01T10:50:42"
"","379","C","249","PL22","2023-10-01T10:50:42"
"","375","C","238","PL26","2023-10-01T10:50:42"
"","556","C","392","BLM","2023-10-01T10:50:54"
"","685","C","349","HG71","2023-10-01T10:50:38"
"","242","C","113","TM23","2023-10-01T10:50:38"
"","344","C","175","TM24","2023-10-01T10:50:38"
"","76","C","43","W108","2023-10-01T10:47:31"
"","300","C","248","JM2","2023-10-01T10:50:39"
"","547","C","394","JM3","2023-10-01T10:50:39"
"","435","C","301","JM4","2023-10-01T10:50:39"
"","573","C","413","JM11","2023-10-01T10:50:39"
"","571","C","399","JM26","2023-10-01T10:50:39"
"","537","C","400","JM27","2023-10-01T10:50:39"
"","593","C","455","JSR2","2023-10-01T10:50:39"
"","914","C","684","UBM1","2023-10-01T10:49:55"
"","36","C","4","KB18","2023-10-01T10:50:36"
"","225","C","141","KB20","2023-10-01T10:50:36"
"","400","C","270","W578","2023-10-01T10:49:12"
"","418","C","253","W579","2023-10-01T10:49:12"
"","567","C","280","Y45M","2023-10-01T10:50:37"
"","701","C","181","HG42","2023-10-01T10:50:19"
"","209","C","0","KE2","2023-10-01T10:50:21"
